code,n_mutations
n0001012100,56
c0001012100,53
n0001012101,64
c0001012101,73
n0001012102,66
c0001012102,70
n0001012110,67
c0001012110,61
n0001012111,75
c0001012111,80
n0001012112,77
c0001012112,78
n0001012120,65
c0001012120,69
n0001012121,73
c0001012121,89
n0001012122,75
c0001012122,86
n0001012200,63
c0001012200,57
n0001012201,71
c0001012201,77
n0001012202,73
c0001012202,74
n0001012210,74
c0001012210,65
n0001012211,82
c0001012211,85
n0001012212,84
c0001012212,82
n0001012220,72
c0001012220,73
n0001012221,80
c0001012221,93
n0001012222,82
c0001012222,90
n0001020000,17
c0001020000,34
n0001020001,25
c0001020001,54
n0001020002,27
c0001020002,51
n0001020010,28
c0001020010,42
n0001020011,36
c0001020011,62
n0001020012,38
c0001020012,59
n0001020020,26
c0001020020,50
n0001020021,34
c0001020021,70
n0001020022,36
c0001020022,67
n0001020100,21
c0001020100,40
n0001020101,29
c0001020101,60
n0001020102,31
c0001020102,57
n0001020110,32
c0001020110,48
n0001020111,40
c0001020111,68
n0001020112,42
c0001020112,65
n0001020120,30
c0001020120,56
n0001020121,38
c0001020121,76
n0001020122,40
c0001020122,73
n0001020200,28
c0001020200,44
n0001020201,36
c0001020201,64
n0001020202,38
c0001020202,61
n0001020210,39
c0001020210,52
n0001020211,47
c0001020211,72
n0001020212,49
c0001020212,69
n0001020220,37
c0001020220,60
n0001020221,45
c0001020221,80
n0001020222,47
c0001020222,77
n0001021000,57
c0001021000,51
n0001021001,65
c0001021001,71
n0001021002,67
c0001021002,68
n0001021010,68
c0001021010,59
n0001021011,76
c0001021011,79
n0001021012,78
c0001021012,76
n0001021020,66
c0001021020,67
n0001021021,74
c0001021021,87
n0001021022,76
c0001021022,84
n0001021100,61
c0001021100,57
n0001021101,69
c0001021101,77
n0001021102,71
c0001021102,74
n0001021110,72
c0001021110,65
n0001021111,79
c0001021111,85
n0001021112,82
c0001021112,82
n0001021120,70
c0001021120,73
n0001021121,78
c0001021121,93
n0001021122,80
c0001021122,90
n0001021200,68
c0001021200,61
n0001021201,76
c0001021201,81
n0001021202,78
c0001021202,78
n0001021210,79
c0001021210,69
n0001021211,87
c0001021211,89
n0001021212,89
c0001021212,86
n0001021220,77
c0001021220,77
n0001021221,85
c0001021221,93
n0001021222,87
c0001021222,86
n0001022000,49
c0001022000,51
n0001022001,57
c0001022001,71
n0001022002,59
c0001022002,68
n0001022010,60
c0001022010,59
n0001022011,68
c0001022011,79
n0001022012,70
c0001022012,76
n0001022020,58
c0001022020,67
n0001022021,66
c0001022021,87
n0001022022,68
c0001022022,84
n0001022100,53
c0001022100,57
n0001022101,61
c0001022101,77
n0001022102,63
c0001022102,74
n0001022110,64
c0001022110,65
n0001022111,72
c0001022111,85
n0001022112,74
c0001022112,82
n0001022120,62
c0001022120,73
n0001022121,70
c0001022121,91
n0001022122,72
c0001022122,84
n0001022200,60
c0001022200,61
n0001022201,68
c0001022201,81
n0001022202,70
c0001022202,78
n0001022210,71
c0001022210,69
n0001022211,79
c0001022211,89
n0001022212,81
c0001022212,86
n0001022220,69
c0001022220,77
n0001022221,77
c0001022221,83
n0001022222,79
c0001022222,76
n0001100000,28
c0001100000,14
n0001100001,36
c0001100001,34
n0001100002,38
c0001100002,31
n0001100010,39
c0001100010,22
n0001100011,47
c0001100011,42
n0001100012,49
c0001100012,39
n0001100020,37
c0001100020,30
n0001100021,45
c0001100021,50
n0001100022,47
c0001100022,47
n0001100100,32
c0001100100,20
n0001100101,40
c0001100101,40
n0001100102,42
c0001100102,37
n0001100110,43
c0001100110,28
n0001100111,51
c0001100111,48
n0001100112,53
c0001100112,45
n0001100120,41
c0001100120,36
n0001100121,49
c0001100121,56
n0001100122,51
c0001100122,53
n0001100200,39
c0001100200,24
n0001100201,47
c0001100201,44
n0001100202,49
c0001100202,41
n0001100210,50
c0001100210,32
n0001100211,58
c0001100211,52
n0001100212,60
c0001100212,49
n0001100220,48
c0001100220,40
n0001100221,56
c0001100221,60
n0001100222,58
c0001100222,57
n0001101000,68
c0001101000,31
n0001101001,75
c0001101001,51
n0001101002,78
c0001101002,48
n0001101010,72
c0001101010,39
n0001101011,64
c0001101011,59
n0001101012,70
c0001101012,56
n0001101020,77
c0001101020,47
n0001101021,80
c0001101021,67
n0001101022,86
c0001101022,64
n0001101100,72
c0001101100,37
n0001101101,71
c0001101101,57
n0001101102,77
c0001101102,54
n0001101110,68
c0001101110,45
n0001101111,60
c0001101111,65
n0001101112,66
c0001101112,62
n0001101120,81
c0001101120,53
n0001101121,76
c0001101121,73
n0001101122,82
c0001101122,70
n0001101200,79
c0001101200,41
n0001101201,81
c0001101201,61
n0001101202,87
c0001101202,58
n0001101210,78
c0001101210,49
n0001101211,70
c0001101211,69
n0001101212,76
c0001101212,66
n0001101220,88
c0001101220,57
n0001101221,86
c0001101221,77
n0001101222,92
c0001101222,74
n0001102000,60
c0001102000,31
n0001102001,68
c0001102001,51
n0001102002,70
c0001102002,48
n0001102010,71
c0001102010,39
n0001102011,79
c0001102011,59
n0001102012,81
c0001102012,56
n0001102020,69
c0001102020,47
n0001102021,77
c0001102021,67
n0001102022,79
c0001102022,64
n0001102100,64
c0001102100,37
n0001102101,72
c0001102101,57
n0001102102,74
c0001102102,54
n0001102110,75
c0001102110,45
n0001102111,83
c0001102111,65
n0001102112,85
c0001102112,62
n0001102120,73
c0001102120,53
n0001102121,81
c0001102121,73
n0001102122,83
c0001102122,70
n0001102200,71
c0001102200,41
n0001102201,79
c0001102201,61
n0001102202,81
c0001102202,58
n0001102210,82
c0001102210,49
n0001102211,90
c0001102211,69
n0001102212,92
c0001102212,66
n0001102220,80
c0001102220,57
n0001102221,88
c0001102221,77
n0001102222,83
c0001102222,74
n0001110000,45
c0001110000,35
n0001110001,53
c0001110001,55
n0001110002,55
c0001110002,52
n0001110010,56
c0001110010,43
n0001110011,64
c0001110011,63
n0001110012,66
c0001110012,60
n0001110020,54
c0001110020,51
n0001110021,62
c0001110021,71
n0001110022,64
c0001110022,68
n0001110100,49
c0001110100,41
n0001110101,57
c0001110101,61
n0001110102,59
c0001110102,58
n0001110110,60
c0001110110,49
n0001110111,68
c0001110111,69
n0001110112,70
c0001110112,66
n0001110120,58
c0001110120,57
n0001110121,66
c0001110121,77
n0001110122,68
c0001110122,74
n0001110200,56
c0001110200,45
n0001110201,64
c0001110201,65
n0001110202,66
c0001110202,62
n0001110210,67
c0001110210,53
n0001110211,75
c0001110211,73
n0001110212,77
c0001110212,70
n0001110220,65
c0001110220,61
n0001110221,73
c0001110221,81
n0001110222,75
c0001110222,78
n0001111000,66
c0001111000,52
n0001111001,58
c0001111001,72
n0001111002,64
c0001111002,69
n0001111010,55
c0001111010,60
n0001111011,47
c0001111011,71
n0001111012,53
c0001111012,77
n0001111020,71
c0001111020,68
n0001111021,63
c0001111021,88
n0001111022,69
c0001111022,85
n0001111100,62
c0001111100,58
n0001111101,54
c0001111101,73
n0001111102,60
c0001111102,75
n0001111110,51
c0001111110,66
n0001111111,43
c0001111111,65
n0001111112,49
c0001111112,72
n0001111120,67
c0001111120,74
n0001111121,59
c0001111121,83
n0001111122,65
c0001111122,90
n0001111200,72
c0001111200,62
n0001111201,64
c0001111201,81
n0001111202,70
c0001111202,79
n0001111210,61
c0001111210,70
n0001111211,53
c0001111211,73
n0001111212,59
c0001111212,80
n0001111220,77
c0001111220,78
n0001111221,69
c0001111221,91
n0001111222,75
c0001111222,95
n0001112000,77
c0001112000,52
n0001112001,85
c0001112001,72
n0001112002,87
c0001112002,69
n0001112010,88
c0001112010,60
n0001112011,80
c0001112011,80
n0001112012,86
c0001112012,77
n0001112020,86
c0001112020,68
n0001112021,94
c0001112021,88
n0001112022,91
c0001112022,85
n0001112100,81
c0001112100,58
n0001112101,87
c0001112101,78
n0001112102,91
c0001112102,75
n0001112110,84
c0001112110,66
n0001112111,76
c0001112111,75
n0001112112,82
c0001112112,82
n0001112120,90
c0001112120,74
n0001112121,92
c0001112121,93
n0001112122,90
c0001112122,91
n0001112200,88
c0001112200,62
n0001112201,95
c0001112201,82
n0001112202,89
c0001112202,79
n0001112210,94
c0001112210,70
n0001112211,86
c0001112211,83
n0001112212,92
c0001112212,87
n0001112220,90
c0001112220,78
n0001112221,86
c0001112221,98
n0001112222,80
c0001112222,95
n0001120000,42
c0001120000,39
n0001120001,50
c0001120001,59
n0001120002,52
c0001120002,56
n0001120010,53
c0001120010,47
n0001120011,61
c0001120011,67
n0001120012,63
c0001120012,64
n0001120020,51
c0001120020,55
n0001120021,59
c0001120021,75
n0001120022,61
c0001120022,72
n0001120100,46
c0001120100,45
n0001120101,54
c0001120101,65
n0001120102,56
c0001120102,62
n0001120110,57
c0001120110,53
n0001120111,65
c0001120111,73
n0001120112,67
c0001120112,70
n0001120120,55
c0001120120,61
n0001120121,63
c0001120121,81
n0001120122,65
c0001120122,78
n0001120200,53
c0001120200,49
n0001120201,61
c0001120201,69
n0001120202,63
c0001120202,66
n0001120210,64
c0001120210,57
n0001120211,72
c0001120211,77
n0001120212,74
c0001120212,74
n0001120220,62
c0001120220,65
n0001120221,70
c0001120221,85
n0001120222,72
c0001120222,82
n0001121000,77
c0001121000,56
n0001121001,69
c0001121001,76
n0001121002,75
c0001121002,73
n0001121010,66
c0001121010,64
n0001121011,58
c0001121011,84
n0001121012,64
c0001121012,81
n0001121020,82
c0001121020,72
n0001121021,74
c0001121021,92
n0001121022,80
c0001121022,89
n0001121100,73
c0001121100,62
n0001121101,65
c0001121101,82
n0001121102,71
c0001121102,79
n0001121110,62
c0001121110,70
n0001121111,54
c0001121111,90
n0001121112,60
c0001121112,87
n0001121120,78
c0001121120,78
n0001121121,70
c0001121121,97
n0001121122,76
c0001121122,90
n0001121200,83
c0001121200,66
n0001121201,75
c0001121201,86
n0001121202,81
c0001121202,83
n0001121210,72
c0001121210,74
n0001121211,64
c0001121211,94
n0001121212,70
c0001121212,91
n0001121220,88
c0001121220,82
n0001121221,80
c0001121221,89
n0001121222,86
c0001121222,82
n0001122000,74
c0001122000,56
n0001122001,82
c0001122001,76
n0001122002,84
c0001122002,73
n0001122010,85
c0001122010,64
n0001122011,91
c0001122011,84
n0001122012,95
c0001122012,81
n0001122020,83
c0001122020,72
n0001122021,86
c0001122021,89
n0001122022,80
c0001122022,82
n0001122100,78
c0001122100,62
n0001122101,86
c0001122101,82
n0001122102,88
c0001122102,79
n0001122110,89
c0001122110,70
n0001122111,87
c0001122111,90
n0001122112,93
c0001122112,87
n0001122120,87
c0001122120,78
n0001122121,85
c0001122121,87
n0001122122,79
c0001122122,80
n0001122200,85
c0001122200,66
n0001122201,84
c0001122201,86
n0001122202,78
c0001122202,83
n0001122210,95
c0001122210,74
n0001122211,91
c0001122211,94
n0001122212,85
c0001122212,90
n0001122220,79
c0001122220,82
n0001122221,75
c0001122221,79
n0001122222,69
c0001122222,72
n0001200000,27
c0001200000,19
n0001200001,35
c0001200001,39
n0001200002,37
c0001200002,36
n0001200010,38
c0001200010,27
n0001200011,46
c0001200011,47
n0001200012,48
c0001200012,44
n0001200020,36
c0001200020,35
n0001200021,44
c0001200021,55
n0001200022,46
c0001200022,52
n0001200100,31
c0001200100,25
n0001200101,39
c0001200101,45
n0001200102,41
c0001200102,42
n0001200110,42
c0001200110,33
n0001200111,50
c0001200111,53
n0001200112,52
c0001200112,50
n0001200120,40
c0001200120,41
n0001200121,48
c0001200121,61
n0001200122,50
c0001200122,58
n0001200200,38
c0001200200,29
n0001200201,46
c0001200201,49
n0001200202,48
c0001200202,46
n0001200210,49
c0001200210,37
n0001200211,57
c0001200211,57
n0001200212,59
c0001200212,54
n0001200220,47
c0001200220,45
n0001200221,55
c0001200221,65
n0001200222,57
c0001200222,62
n0001201000,67
c0001201000,36
n0001201001,75
c0001201001,56
n0001201002,77
c0001201002,53
n0001201010,78
c0001201010,44
n0001201011,74
c0001201011,64
n0001201012,80
c0001201012,61
n0001201020,76
c0001201020,52
n0001201021,84
c0001201021,72
n0001201022,86
c0001201022,69
n0001201100,71
c0001201100,42
n0001201101,79
c0001201101,62
n0001201102,81
c0001201102,59
n0001201110,78
c0001201110,50
n0001201111,70
c0001201111,70
n0001201112,76
c0001201112,67
n0001201120,80
c0001201120,58
n0001201121,86
c0001201121,78
n0001201122,90
c0001201122,75
n0001201200,78
c0001201200,46
n0001201201,86
c0001201201,66
n0001201202,88
c0001201202,63
n0001201210,88
c0001201210,54
n0001201211,80
c0001201211,74
n0001201212,86
c0001201212,71
n0001201220,87
c0001201220,62
n0001201221,95
c0001201221,82
n0001201222,97
c0001201222,79
n0001202000,59
c0001202000,36
n0001202001,67
c0001202001,56
n0001202002,69
c0001202002,53
n0001202010,70
c0001202010,44
n0001202011,78
c0001202011,64
n0001202012,80
c0001202012,61
n0001202020,68
c0001202020,52
n0001202021,76
c0001202021,72
n0001202022,78
c0001202022,69
n0001202100,63
c0001202100,42
n0001202101,71
c0001202101,62
n0001202102,73
c0001202102,59
n0001202110,74
c0001202110,50
n0001202111,82
c0001202111,70
n0001202112,84
c0001202112,67
n0001202120,72
c0001202120,58
n0001202121,80
c0001202121,78
n0001202122,82
c0001202122,75
n0001202200,70
c0001202200,46
n0001202201,78
c0001202201,66
n0001202202,80
c0001202202,63
n0001202210,81
c0001202210,54
n0001202211,89
c0001202211,74
n0001202212,89
c0001202212,71
n0001202220,79
c0001202220,62
n0001202221,79
c0001202221,82
n0001202222,73
c0001202222,79
n0001210000,44
c0001210000,40
n0001210001,52
c0001210001,60
n0001210002,54
c0001210002,57
n0001210010,55
c0001210010,48
n0001210011,63
c0001210011,68
n0001210012,65
c0001210012,65
n0001210020,53
c0001210020,56
n0001210021,61
c0001210021,76
n0001210022,63
c0001210022,73
n0001210100,48
c0001210100,46
n0001210101,56
c0001210101,66
n0001210102,58
c0001210102,63
n0001210110,59
c0001210110,54
n0001210111,67
c0001210111,74
n0001210112,69
c0001210112,71
n0001210120,57
c0001210120,62
n0001210121,65
c0001210121,82
n0001210122,67
c0001210122,79
n0001210200,55
c0001210200,50
n0001210201,63
c0001210201,70
n0001210202,65
c0001210202,67
n0001210210,66
c0001210210,58
n0001210211,74
c0001210211,78
n0001210212,76
c0001210212,75
n0001210220,64
c0001210220,66
n0001210221,72
c0001210221,86
n0001210222,74
c0001210222,83
n0001211000,76
c0001211000,57
n0001211001,68
c0001211001,77
n0001211002,74
c0001211002,74
n0001211010,65
c0001211010,65
n0001211011,57
c0001211011,77
n0001211012,63
c0001211012,82
n0001211020,81
c0001211020,73
n0001211021,73
c0001211021,93
n0001211022,79
c0001211022,90
n0001211100,72
c0001211100,63
n0001211101,64
c0001211101,79
n0001211102,70
c0001211102,80
n0001211110,61
c0001211110,71
n0001211111,53
c0001211111,71
n0001211112,59
c0001211112,78
n0001211120,77
c0001211120,79
n0001211121,69
c0001211121,89
n0001211122,75
c0001211122,96
n0001211200,82
c0001211200,67
n0001211201,74
c0001211201,87
n0001211202,80
c0001211202,84
n0001211210,71
c0001211210,75
n0001211211,63
c0001211211,79
n0001211212,69
c0001211212,86
n0001211220,87
c0001211220,83
n0001211221,79
c0001211221,97
n0001211222,85
c0001211222,100
n0001212000,76
c0001212000,57
n0001212001,84
c0001212001,77
n0001212002,86
c0001212002,74
n0001212010,87
c0001212010,65
n0001212011,90
c0001212011,85
n0001212012,96
c0001212012,82
n0001212020,85
c0001212020,73
n0001212021,87
c0001212021,93
n0001212022,81
c0001212022,90
n0001212100,80
c0001212100,63
n0001212101,88
c0001212101,83
n0001212102,89
c0001212102,80
n0001212110,91
c0001212110,71
n0001212111,86
c0001212111,81
n0001212112,92
c0001212112,88
n0001212120,89
c0001212120,79
n0001212121,86
c0001212121,99
n0001212122,80
c0001212122,96
n0001212200,87
c0001212200,67
n0001212201,85
c0001212201,87
n0001212202,79
c0001212202,84
n0001212210,96
c0001212210,75
n0001212211,92
c0001212211,89
n0001212212,86
c0001212212,92
n0001212220,80
c0001212220,83
n0001212221,76
c0001212221,101
n0001212222,70
c0001212222,94
n0001220000,41
c0001220000,44
n0001220001,49
c0001220001,64
n0001220002,51
c0001220002,61
n0001220010,52
c0001220010,52
n0001220011,60
c0001220011,72
n0001220012,62
c0001220012,69
n0001220020,50
c0001220020,60
n0001220021,58
c0001220021,80
n0001220022,60
c0001220022,77
n0001220100,45
c0001220100,50
n0001220101,53
c0001220101,70
n0001220102,55
c0001220102,67
n0001220110,56
c0001220110,58
n0001220111,64
c0001220111,78
n0001220112,66
c0001220112,75
n0001220120,54
c0001220120,66
n0001220121,62
c0001220121,86
n0001220122,64
c0001220122,83
n0001220200,52
c0001220200,54
n0001220201,60
c0001220201,74
n0001220202,62
c0001220202,71
n0001220210,63
c0001220210,62
n0001220211,71
c0001220211,82
n0001220212,73
c0001220212,79
n0001220220,61
c0001220220,70
n0001220221,69
c0001220221,90
n0001220222,71
c0001220222,83
n0001221000,81
c0001221000,61
n0001221001,79
c0001221001,81
n0001221002,85
c0001221002,78
n0001221010,76
c0001221010,69
n0001221011,68
c0001221011,89
n0001221012,74
c0001221012,86
n0001221020,90
c0001221020,77
n0001221021,84
c0001221021,93
n0001221022,90
c0001221022,86
n0001221100,83
c0001221100,67
n0001221101,75
c0001221101,87
n0001221102,81
c0001221102,84
n0001221110,72
c0001221110,75
n0001221111,64
c0001221111,95
n0001221112,70
c0001221112,92
n0001221120,88
c0001221120,83
n0001221121,80
c0001221121,91
n0001221122,86
c0001221122,84
n0001221200,92
c0001221200,71
n0001221201,85
c0001221201,91
n0001221202,91
c0001221202,88
n0001221210,82
c0001221210,79
n0001221211,74
c0001221211,99
n0001221212,80
c0001221212,94
n0001221220,98
c0001221220,87
n0001221221,90
c0001221221,83
n0001221222,92
c0001221222,76
n0001222000,73
c0001222000,61
n0001222001,81
c0001222001,81
n0001222002,79
c0001222002,78
n0001222010,84
c0001222010,69
n0001222011,92
c0001222011,89
n0001222012,86
c0001222012,86
n0001222020,80
c0001222020,77
n0001222021,76
c0001222021,83
n0001222022,70
c0001222022,76
n0001222100,77
c0001222100,67
n0001222101,84
c0001222101,87
n0001222102,78
c0001222102,84
n0001222110,88
c0001222110,75
n0001222111,91
c0001222111,95
n0001222112,85
c0001222112,92
n0001222120,79
c0001222120,83
n0001222121,75
c0001222121,81
n0001222122,69
c0001222122,74
n0001222200,78
c0001222200,71
n0001222201,74
c0001222201,89
n0001222202,68
c0001222202,82
n0001222210,85
c0001222210,79
n0001222211,81
c0001222211,91
n0001222212,75
c0001222212,84
n0001222220,69
c0001222220,83
n0001222221,65
c0001222221,73
n0001222222,59
c0001222222,66
n0002000000,4
c0002000000,10
n0002000001,12
c0002000001,30
n0002000002,14
c0002000002,27
n0002000010,15
c0002000010,18
n0002000011,23
c0002000011,38
n0002000012,25
c0002000012,35
n0002000020,13
c0002000020,26
n0002000021,21
c0002000021,46
n0002000022,23
c0002000022,43
n0002000100,8
c0002000100,16
n0002000101,16
c0002000101,36
n0002000102,18
c0002000102,33
n0002000110,19
c0002000110,24
n0002000111,27
c0002000111,44
n0002000112,29
c0002000112,41
n0002000120,17
c0002000120,32
n0002000121,25
c0002000121,52
n0002000122,27
c0002000122,49
n0002000200,15
c0002000200,20
n0002000201,23
c0002000201,40
n0002000202,25
c0002000202,37
n0002000210,26
c0002000210,28
n0002000211,34
c0002000211,48
n0002000212,36
c0002000212,45
n0002000220,24
c0002000220,36
n0002000221,32
c0002000221,56
n0002000222,34
c0002000222,53
n0002001000,44
c0002001000,27
n0002001001,52
c0002001001,47
n0002001002,54
c0002001002,44
n0002001010,55
c0002001010,35
n0002001011,63
c0002001011,55
n0002001012,65
c0002001012,52
n0002001020,53
c0002001020,43
n0002001021,61
c0002001021,63
n0002001022,63
c0002001022,60
n0002001100,48
c0002001100,33
n0002001101,56
c0002001101,53
n0002001102,58
c0002001102,50
n0002001110,59
c0002001110,41
n0002001111,67
c0002001111,61
n0002001112,69
c0002001112,58
